"Tcs","Rc_thresholds","Rh_thresholds","first_Tc_reach_days","MAE"
6,-115,195,0,3.38
7,-115,195,0,6.62
8,-115,195,0,15.12
9,-115,195,0,20.12
5,-120,195,0,6.25
6,-120,195,0,4.38
7,-120,195,0,6.62
8,-120,195,0,15.38
9,-120,195,0,20.25
5,-125,195,0,7.88
6,-125,195,0,4.62
7,-125,195,0,7.38
8,-125,195,0,15.38
9,-125,195,0,20.38
5,-130,195,0,8.25
6,-130,195,0,5
7,-130,195,0,7.88
8,-130,195,0,15.38
9,-130,195,0,20.5
5,-135,195,0,10
6,-135,195,0,5.62
7,-135,195,0,8.88
8,-135,195,0,15.38
9,-135,195,0,20.5
5,-140,195,0,11.62
6,-140,195,0,6.88
7,-140,195,0,9.25
8,-140,195,0,15.38
9,-140,195,0,20.62
5,-145,195,0,13.25
6,-145,195,0,8.88
7,-145,195,0,10.25
8,-145,195,0,15.62
9,-145,195,0,20.75
5,-150,195,0,15
6,-150,195,0,9.5
7,-150,195,0,11.25
8,-150,195,0,15.88
9,-150,195,0,20.75
5,-90,200,0,3.12
6,-90,200,0,2.62
7,-90,200,0,7.12
8,-90,200,0,14.12
9,-90,200,0,19.88
5,-95,200,0,2.88
6,-95,200,0,2.38
7,-95,200,0,7.75
8,-95,200,0,14.62
9,-95,200,0,19.88
5,-100,200,0,2.75
6,-100,200,0,2.62
7,-100,200,0,7.75
8,-100,200,0,14.62
9,-100,200,0,20.12
5,-105,200,0,3
6,-105,200,0,3
7,-105,200,0,7.88
8,-105,200,0,15.5
9,-105,200,0,20.5
5,-110,200,0,3.62
6,-110,200,0,3.5
7,-110,200,0,7.88
8,-110,200,0,16.12
9,-110,200,0,20.62
5,-115,200,0,5.5
6,-115,200,0,3.88
7,-115,200,0,7.88
8,-115,200,0,16.12
9,-115,200,0,20.88
5,-120,200,0,6.5
6,-120,200,0,5.12
7,-120,200,0,8.25
8,-120,200,0,16.12
9,-120,200,0,21.12
5,-125,200,0,8.38
6,-125,200,0,5.62
